gene_symbol	MANE_transcript	ClinVar_PL_record_count	cds_count	splice_window_10bp_count	utr_count	intron_count	exon_count	unit_count	best_single_exon_unit_id	best_single_exon_coverage_fraction	best_single_exon_donor_size_bp	best_adjacent_exon_block_unit_id	best_adjacent_exon_block_coverage_fraction	best_adjacent_exon_block_donor_size_bp	best_downstream_CDS_implantation_unit_id	best_downstream_CDS_implantation_coverage_fraction	best_downstream_CDS_implantation_donor_size_bp	semantic_class_prePAExact	mechanism_or_context_caution_class	semantic_panel_role	semantic_note	mode_recommendation_status	interpretation_limit	not_total_score
SLC19A3	ENST00000644224.2	77	67	15	0	10	6	25	SLC19A3:single_exon:E3	0.545455	829	SLC19A3:exon_block:E2-E6	0.974026	5127	SLC19A3:downstream_CDS_implantation:after_E1	1.000000	1488	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC1A1	ENST00000262352.8	1	1	0	0	0	12	61	SLC1A1:single_exon:E11	1.000000	135	SLC1A1:exon_block:E10-E11	1.000000	330	SLC1A1:downstream_CDS_implantation:after_E10	1.000000	379	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC1A2	ENST00000278379.9	10	10	1	0	0	11	55	SLC1A2:single_exon:E3	0.300000	153	SLC1A2:exon_block:E3-E7	0.900000	934	SLC1A2:downstream_CDS_implantation:after_E2	1.000000	1565	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC1A3	ENST00000265113.9	2	2	1	0	0	10	49	SLC1A3:single_exon:E5	0.500000	43	SLC1A3:exon_block:E5-E7	1.000000	570	SLC1A3:downstream_CDS_implantation:after_E4	1.000000	1102	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC1A4	ENST00000234256.4	32	25	11	0	7	8	37	SLC1A4:single_exon:E5	0.375000	234	SLC1A4:exon_block:E4-E8	0.718750	3685	SLC1A4:downstream_CDS_implantation:after_E1	0.781250	1069	compact_adjacent_exon_block_opportunity	compact_exon_block	primary_metric_specific_candidate_panel	adjacent exon/block unit captures meaningful record burden	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC20A2	ENST00000520262.6	84	68	26	0	16	11	55	SLC20A2:single_exon:E8	0.345238	589	SLC20A2:exon_block:E7-E11	0.630952	2557	SLC20A2:downstream_CDS_implantation:after_E1	1.000000	1956	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC22A12	ENST00000377574.6	23	20	5	0	3	10	49	SLC22A12:single_exon:E4	0.173913	169	SLC22A12:exon_block:E1-E5	0.608696	1291	SLC22A12:downstream_CDS_implantation:after_E1	0.826087	1257	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC22A5	ENST00000245407.8	285	241	66	2	42	10	49	SLC22A5:single_exon:E1	0.273684	656	SLC22A5:exon_block:E1-E5	0.663158	1214	SLC22A5:downstream_CDS_implantation:after_E1	0.733333	1278	compact_adjacent_exon_block_opportunity	compact_exon_block	primary_metric_specific_candidate_panel	adjacent exon/block unit captures meaningful record burden	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC24A1	ENST00000261892.11	44	42	4	0	2	10	49	SLC24A1:single_exon:E2	0.636364	2016	SLC24A1:exon_block:E2-E6	0.772727	2358	SLC24A1:downstream_CDS_implantation:after_E1	1.000000	3297	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC24A4	ENST00000532405.6	5	5	0	0	0	17	91	SLC24A4:single_exon:E7	0.200000	75	SLC24A4:exon_block:E11-E14	0.600000	657	SLC24A4:downstream_CDS_implantation:after_E4	1.000000	1473	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC24A5	ENST00000341459.8	39	30	13	0	9	9	43	SLC24A5:single_exon:E5	0.205128	101	SLC24A5:exon_block:E1-E5	0.615385	645	SLC24A5:downstream_CDS_implantation:after_E1	0.897436	1379	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A1	ENST00000215882.10	24	18	11	0	6	9	43	SLC25A1:single_exon:E6	0.208333	105	SLC25A1:exon_block:E5-E9	0.708333	1044	SLC25A1:downstream_CDS_implantation:after_E1	0.875000	839	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A10	ENST00000350690.10	3	1	2	0	2	11	55	SLC25A10:single_exon:E4	0.333333	49	SLC25A10:exon_block:E3-E4	0.666667	164	SLC25A10:downstream_CDS_implantation:after_E2	1.000000	648	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A11	ENST00000225665.12	5	5	0	0	0	8	37	SLC25A11:single_exon:E6	0.400000	100	SLC25A11:exon_block:E2-E6	1.000000	642	SLC25A11:downstream_CDS_implantation:after_E1	1.000000	847	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A12	ENST00000422440.7	21	17	10	0	4	18	97	SLC25A12:single_exon:E2	0.190476	54	SLC25A12:exon_block:E2-E5	0.380952	453	SLC25A12:downstream_CDS_implantation:after_E1	1.000000	2022	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A13	ENST00000265631.10	213	154	88	0	59	18	97	SLC25A13:single_exon:E16	0.131455	159	SLC25A13:exon_block:E13-E17	0.347418	611	SLC25A13:downstream_CDS_implantation:after_E1	0.995305	2010	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A15	ENST00000338625.9	83	70	20	0	13	7	31	SLC25A15:single_exon:E3	0.301205	259	SLC25A15:exon_block:E2-E6	0.939759	850	SLC25A15:downstream_CDS_implantation:after_E1	1.000000	903	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A16	ENST00000609923.6	1	1	0	0	0	9	43	SLC25A16:single_exon:E8	1.000000	69	SLC25A16:exon_block:E7-E8	1.000000	232	SLC25A16:downstream_CDS_implantation:after_E7	1.000000	223	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A19	ENST00000416858.7	14	13	3	0	1	8	37	SLC25A19:single_exon:E6	0.357143	184	SLC25A19:exon_block:E4-E8	0.928571	1290	SLC25A19:downstream_CDS_implantation:after_E1	1.000000	960	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A20	ENST00000319017.5	75	57	29	0	18	9	43	SLC25A20:single_exon:E3	0.213333	128	SLC25A20:exon_block:E2-E6	0.666667	503	SLC25A20:downstream_CDS_implantation:after_E1	0.946667	798	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A21	ENST00000331299.6	1	1	0	0	0	10	49	SLC25A21:single_exon:E8	1.000000	182	SLC25A21:exon_block:E8-E9	1.000000	235	SLC25A21:downstream_CDS_implantation:after_E7	1.000000	294	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A22	ENST00000628067.3	21	16	11	0	5	10	49	SLC25A22:single_exon:E7	0.285714	175	SLC25A22:exon_block:E5-E9	0.761905	616	SLC25A22:downstream_CDS_implantation:after_E1	1.000000	969	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A24	ENST00000565488.6	3	3	0	0	0	10	49	SLC25A24:single_exon:E5	0.666667	159	SLC25A24:exon_block:E5-E6	1.000000	312	SLC25A24:downstream_CDS_implantation:after_E4	1.000000	921	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A25	ENST00000373069.10	1	1	0	0	0	11	55	SLC25A25:single_exon:E9	1.000000	168	SLC25A25:exon_block:E8-E9	1.000000	276	SLC25A25:downstream_CDS_implantation:after_E8	1.000000	501	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A26	ENST00000354883.11	7	5	5	0	2	10	49	SLC25A26:single_exon:E5	0.285714	48	SLC25A26:exon_block:E1-E5	0.857143	547	SLC25A26:downstream_CDS_implantation:after_E1	1.000000	789	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A3	ENST00000552981.6	12	5	3	0	7	8	37	SLC25A3:single_exon:E5	0.250000	182	SLC25A3:exon_block:E4-E7	0.500000	646	SLC25A3:downstream_CDS_implantation:after_E1	1.000000	1083	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A36	ENST00000324194.12	2	1	1	0	1	7	31	SLC25A36:single_exon:E3	0.500000	78	SLC25A36:exon_block:E3-E7	1.000000	5272	SLC25A36:downstream_CDS_implantation:after_E3	1.000000	649	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A38	ENST00000650617.1	59	48	18	1	10	7	31	SLC25A38:single_exon:E4	0.305085	180	SLC25A38:exon_block:E3-E7	0.881356	1555	SLC25A38:downstream_CDS_implantation:after_E1	0.966102	843	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A4	ENST00000281456.11	23	21	3	0	2	4	13	SLC25A4:single_exon:E2	0.608696	487	SLC25A4:exon_block:E1-E4	0.956522	4415	SLC25A4:downstream_CDS_implantation:after_E1	0.869565	783	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A42	ENST00000318596.8	4	3	1	0	1	8	37	SLC25A42:single_exon:E5	0.500000	167	SLC25A42:exon_block:E5-E8	1.000000	2898	SLC25A42:downstream_CDS_implantation:after_E4	1.000000	741	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC25A46	ENST00000355943.8	35	26	8	0	8	8	37	SLC25A46:single_exon:E8	0.371429	3954	SLC25A46:exon_block:E4-E8	0.714286	4248	SLC25A46:downstream_CDS_implantation:after_E1	0.828571	971	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC26A1	ENST00000398516.3	69	1	0	34	0	3	8	SLC26A1:single_exon:E3	0.507246	2706	SLC26A1:exon_block:E2-E3	0.507246	3309	SLC26A1:downstream_CDS_implantation:after_E2	1.000000	1527	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC26A11	ENST00000361193.8	1	0	0	0	0	18	97	SLC26A11:single_exon:E10	0.000000	51	SLC26A11:exon_block:E10-E11	0.000000	112	SLC26A11:downstream_CDS_implantation:after_E17	0.000000	89	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC26A2	ENST00000286298.5	234	228	9	0	6	3	8	SLC26A2:single_exon:E3	0.662393	7108	SLC26A2:exon_block:E1-E3	1.000000	8054	SLC26A2:downstream_CDS_implantation:after_E1	1.000000	2217	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC26A3	ENST00000340010.10	129	102	47	0	27	21	115	SLC26A3:single_exon:E12	0.093023	96	SLC26A3:exon_block:E12-E16	0.325581	462	SLC26A3:downstream_CDS_implantation:after_E1	1.000000	2292	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC26A4	ENST00000644269.2	631	516	242	0	115	21	115	SLC26A4:single_exon:E10	0.088748	114	SLC26A4:exon_block:E2-E6	0.335975	768	SLC26A4:downstream_CDS_implantation:after_E1	1.000000	2340	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC26A5	ENST00000306312.8	23	17	9	0	6	20	109	SLC26A5:single_exon:E5	0.130435	111	SLC26A5:exon_block:E3-E6	0.391304	623	SLC26A5:downstream_CDS_implantation:after_E1	1.000000	2232	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC26A7	ENST00000276609.8	4	3	2	0	1	19	103	SLC26A7:single_exon:E14	0.500000	138	SLC26A7:exon_block:E14-E15	0.500000	187	SLC26A7:downstream_CDS_implantation:after_E7	1.000000	1090	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC26A8	ENST00000490799.6	3	3	0	0	0	20	109	SLC26A8:single_exon:E3	0.666667	140	SLC26A8:exon_block:E3-E4	0.666667	257	SLC26A8:downstream_CDS_implantation:after_E2	1.000000	2722	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC27A2	ENST00000267842.10	1	1	0	0	0	10	49	SLC27A2:single_exon:E10	1.000000	466	SLC27A2:exon_block:E9-E10	1.000000	597	SLC27A2:downstream_CDS_implantation:after_E9	1.000000	174	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC27A4	ENST00000300456.5	50	37	21	0	13	13	67	SLC27A4:single_exon:E6	0.180000	92	SLC27A4:exon_block:E6-E10	0.580000	677	SLC27A4:downstream_CDS_implantation:after_E1	1.000000	1929	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC29A1	ENST00000371755.9	1	1	0	0	0	13	67	SLC29A1:single_exon:E12	1.000000	200	SLC29A1:exon_block:E11-E12	1.000000	286	SLC29A1:downstream_CDS_implantation:after_E11	1.000000	309	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC29A3	ENST00000373189.6	46	34	16	0	12	6	25	SLC29A3:single_exon:E6	0.369565	1432	SLC29A3:exon_block:E2-E6	0.956522	2204	SLC29A3:downstream_CDS_implantation:after_E1	1.000000	1424	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC2A1	ENST00000426263.10	338	298	87	1	39	10	49	SLC2A1:single_exon:E4	0.201183	241	SLC2A1:exon_block:E3-E7	0.621302	858	SLC2A1:downstream_CDS_implantation:after_E1	0.979290	1458	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC2A10	ENST00000359271.4	54	49	9	0	5	5	19	SLC2A10:single_exon:E2	0.777778	1284	SLC2A10:exon_block:E1-E4	1.000000	1635	SLC2A10:downstream_CDS_implantation:after_E1	0.962963	1619	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC2A2	ENST00000314251.8	57	46	15	0	11	11	55	SLC2A2:single_exon:E6	0.175439	163	SLC2A2:exon_block:E3-E7	0.578947	855	SLC2A2:downstream_CDS_implantation:after_E1	0.947368	1557	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC2A9	ENST00000264784.8	17	13	5	0	4	12	61	SLC2A9:single_exon:E5	0.176471	146	SLC2A9:exon_block:E2-E5	0.470588	531	SLC2A9:downstream_CDS_implantation:after_E1	1.000000	1470	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC30A10	ENST00000366926.4	10	10	0	0	0	4	13	SLC30A10:single_exon:E1	0.800000	757	SLC30A10:exon_block:E1-E4	1.000000	6579	SLC30A10:downstream_CDS_implantation:after_E2	0.200000	737	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC30A2	ENST00000374276.4	5	5	0	0	0	8	37	SLC30A2:single_exon:E5	0.400000	160	SLC30A2:exon_block:E2-E5	1.000000	682	SLC30A2:downstream_CDS_implantation:after_E1	1.000000	1066	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC30A5	ENST00000396591.8	2	2	0	0	0	16	85	SLC30A5:single_exon:E14	0.500000	227	SLC30A5:exon_block:E14-E15	0.500000	356	SLC30A5:downstream_CDS_implantation:after_E8	1.000000	1512	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC30A7	ENST00000357650.9	6	2	1	0	2	11	55	SLC30A7:single_exon:E3	0.166667	114	SLC30A7:exon_block:E1-E5	0.500000	684	SLC30A7:downstream_CDS_implantation:after_E3	0.833333	832	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC30A9	ENST00000264451.12	6	4	2	0	2	18	97	SLC30A9:single_exon:E12	0.166667	40	SLC30A9:exon_block:E9-E12	0.500000	335	SLC30A9:downstream_CDS_implantation:after_E1	0.833333	1595	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC31A1	ENST00000374212.5	2	2	0	0	0	5	19	SLC31A1:single_exon:E4	1.000000	169	SLC31A1:exon_block:E3-E4	1.000000	242	SLC31A1:downstream_CDS_implantation:after_E3	1.000000	368	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
SLC32A1	ENST00000217420.2	6	6	0	0	0	2	4	SLC32A1:single_exon:E2	0.833333	1921	SLC32A1:exon_block:E1-E2	1.000000	2550	SLC32A1:downstream_CDS_implantation:after_E1	0.833333	1185	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
